"CaseReferenceNumber"	"MotionID"	"CaseLocation"	"CaseMajorCode"	"CaseMinorCode"	"CaseTrialListType"	"CaseMarkingCode"	"CaseDispositionJudgeJurisNo"	"CaseDispositionDocketLegendCode"	"MotionResultCode"	"MotionFilingParty"	"MotionDocketLegendCode"	"MotionJurisNumber"	"MotionDocumentPriorityCode"	"CaseAttorneyJuris"	"CaseAttorneyType"	"MotionTimeDuration"	"MotionDocumentTypeName"	"SelfRepBeforeMotionFileCount"	"SelfRepBeforeMotionDecidedCount"	"SelfRepBeforeMotionFileBool"	"SelfRepBeforeMotionDecidedBool"
2977122	10315240	"HHD"	"T"	90	3	16	NA	"WDACT"	"WD"	"D"	"MSTRIKE"	80465	30	80465	"R"	25	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2977166	10315798	"FBT"	"V"	1	9	16	421277	"WDACT"	"DN"	"D"	"MSTRIKE"	405700	30	405700	"J"	90	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2993407	10526656	"UWY"	"V"	1	9	15	418027	"JDGDACT"	"GR"	"P"	"MSTRIKE"	414999	30	414999	"J"	47	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2977238	10316894	"WWM"	"T"	90	-1	NA	427016	"JOD"	"OR"	"D"	"MSTRIKE"	422680	30	422680	"J"	266	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2983696	10401006	"HHD"	"T"	90	8	2	419022	"JDGHD"	"DN"	"D"	"MSTRIKE"	80465	30	80465	"R"	55	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2983593	10399832	"UWY"	"V"	4	9	15	422392	"JDGDACT"	"GR"	"D"	"MSTRIKE"	415133	30	415133	"R"	15	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2993567	10528562	"HHD"	"T"	90	9	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	406511	30	406511	"R"	159	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2988140	10458461	"KNL"	"T"	90	9	13	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419136	30	419136	"R"	139	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2988140	10458478	"KNL"	"T"	90	9	13	NA	"WDACT"	"DN"	"P"	"MSTRIKE"	419136	30	419136	"R"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2983787	10402436	"FBT"	"V"	10	9	NA	413629	"JDGTVTD"	"OF"	"D"	"MSTRIKE"	422677	30	422677	"J"	49	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2983895	10403935	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	420175	30	420175	"R"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2988539	10463750	"HHB"	"T"	28	9	16	411100	"WDACT"	"GR"	"D"	"MSTRIKE"	428340	30	428340	"J"	156	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2993807	10531041	"HHD"	"V"	1	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	415540	30	415540	"J"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984121	10407242	"NNH"	"V"	5	-1	NA	415132	"JODD"	"GR"	"D"	"MSTRIKE"	418034	30	418034	"J"	76	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984115	10407180	"HHB"	"V"	1	9	16	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	406507	30	406507	"R"	57	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984115	10407185	"HHB"	"V"	1	9	16	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	406507	30	406507	"R"	22	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984127	10407328	"NNH"	"T"	90	3	15	415132	"JODD"	"GR"	"P"	"MSTRIKE"	80209	30	80209	"R"	82	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2988868	10467970	"HHD"	"T"	2	9	1	NA	"WDACT"	"DN"	"P"	"MSTRIKE"	81290	30	81290	"R"	36	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2988862	10467855	"HHD"	"T"	28	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	406511	30	406511	"R"	24	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2988918	10468529	"HHD"	"T"	90	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	406511	30	406511	"R"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2988951	10469064	"FST"	"T"	90	-1	NA	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	409106	30	409106	"R"	31	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2988996	10469575	"FST"	"T"	29	-1	NA	420175	"JDGDACT"	"OR"	"D"	"MSTRIKE"	420175	30	420175	"R"	99	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2988983	10469363	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	420175	30	420175	"R"	32	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2988996	10469557	"FST"	"T"	29	-1	NA	420175	"JDGDACT"	"OF"	"D"	"MSTRIKE"	422396	30	422396	"R"	126	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2994201	10535995	"LLI"	"T"	90	-1	NA	411103	"WDACT"	"OD"	"D"	"MSTRIKE"	89998	30	89998	"X"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2994198	10535953	"FST"	"V"	1	9	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	70	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989120	10471128	"MMX"	"V"	1	9	14	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	421276	30	421276	"R"	66	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2994586	10539707	"FBT"	"V"	1	9	16	NA	"WDACT"	"OF"	"D"	"MSTRIKE"	412184	30	412184	"R"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984624	10414054	"LLI"	"T"	90	9	1	411102	"WDACT"	"GR"	"D"	"MSTRIKE"	418028	30	418028	"R"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2984617	10414001	"HHD"	"T"	90	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	81290	30	81290	"R"	208	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989239	10472352	"HHB"	"T"	40	3	16	411098	"WDACT"	"GR"	"D"	"MSTRIKE"	414025	30	414025	"K"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989239	10472370	"HHB"	"T"	40	3	16	411098	"WDACT"	"DN"	"D"	"MSTRIKE"	415597	30	415597	"R"	88	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989239	10472373	"HHB"	"T"	40	3	16	411098	"WDACT"	"OR"	"D"	"MSTRIKE"	415597	30	415597	"R"	84	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2977919	10325115	"FBT"	"T"	90	-1	NA	81185	"JDGHD"	"SU"	"P"	"MSTRIKE"	423183	30	423183	"J"	20	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2977919	10325117	"FBT"	"T"	90	-1	NA	81185	"JDGHD"	"OF"	"P"	"MSTRIKE"	423183	30	423183	"J"	20	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2984629	10414179	"LLI"	"T"	90	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	427015	30	427015	"R"	131	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2989239	10472355	"HHB"	"T"	40	3	16	411098	"WDACT"	"OR"	"D"	"MSTRIKE"	414025	30	414025	"K"	12	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989239	10472358	"HHB"	"T"	40	3	16	411098	"WDACT"	"OR"	"D"	"MSTRIKE"	414025	30	414025	"K"	11	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2996564	10565851	"FBT"	"T"	3	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419018	30	419018	"R"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989450	10475021	"MMX"	"T"	28	1	16	429711	"JOD"	"DN"	"D"	"MSTRIKE"	402019	30	402019	"J"	38	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989320	10473427	"HHD"	"V"	1	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	406511	30	406511	"R"	73	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2996586	10565974	"NNH"	"T"	90	9	14	NA	"WDRAPJ"	"OR"	"D"	"MSTRIKE"	81378	30	81378	"R"	158	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2997156	10572955	"UWY"	"T"	90	-1	NA	411103	"WDACT"	"GR"	"P"	"MSTRIKE"	419016	30	419016	"J"	-11	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989585	10477127	"WWM"	"T"	20	9	16	415602	"WDACT"	"OD"	"D"	"MSTRIKE"	89996	30	89996	"X"	3	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989597	10477235	"FBT"	"V"	1	-1	NA	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	89998	30	89998	"X"	36	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2997301	10574747	"HHD"	"V"	1	9	18	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	406511	30	406511	"R"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989585	10477109	"WWM"	"T"	20	9	16	415602	"WDACT"	"DN"	"D"	"MSTRIKE"	422680	30	422680	"J"	116	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2995626	10552533	"AAN"	"V"	9	-1	3	413629	"JWTD"	"GR"	"D"	"MSTRIKE"	413629	30	413629	"J"	82	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989813	10479513	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	43	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2978136	10328005	"FBT"	"V"	1	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	43	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989940	10481615	"HHB"	"T"	90	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	414025	30	414025	"K"	74	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989942	10481760	"HHB"	"T"	90	-1	NA	411094	"WDACT"	"GR"	"P"	"MSTRIKE"	406507	30	406507	"R"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989813	10479518	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	8	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989940	10481646	"HHB"	"T"	90	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	414025	30	414025	"K"	141	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989942	10481715	"HHB"	"T"	90	-1	NA	411094	"WDACT"	"GR"	"D"	"MSTRIKE"	414025	30	414025	"K"	74	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989940	10481664	"HHB"	"T"	90	9	16	NA	"WDACT"	"GR"	"P"	"MSTRIKE"	406507	30	406507	"R"	41	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989813	10479530	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	403964	30	403964	"J"	38	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989942	10481745	"HHB"	"T"	90	-1	NA	411094	"WDACT"	"GR"	"D"	"MSTRIKE"	414025	30	414025	"K"	160	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989888	10480605	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	412190	30	412190	"R"	187	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989888	10480608	"HHD"	"T"	90	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	412190	30	412190	"R"	187	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2978267	10329772	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	422677	30	422677	"J"	172	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2989864	10480230	"KNL"	"V"	1	-1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419136	30	419136	"R"	17	"MOTION TO STRIKE"	1	1	TRUE	TRUE
2997669	10579532	"FST"	"T"	90	1	NA	420175	"JWT"	"GR"	"P"	"MSTRIKE"	416590	30	416590	"R"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2990173	10484914	"FBT"	"V"	1	9	17	419018	"JDGSTP"	"DN"	"P"	"MSTRIKE"	412184	30	412184	"R"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2990173	10484909	"FBT"	"V"	1	9	17	419018	"JDGSTP"	"DN"	"D"	"MSTRIKE"	420175	30	420175	"R"	92	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2990082	10483844	"NNH"	"T"	3	3	14	427442	"JDGACTD"	"DN"	"D"	"MSTRIKE"	81378	30	81378	"R"	87	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2990234	10485785	"AAN"	"T"	90	3	3	418027	"SJD"	"OR"	"D"	"MSTRIKE"	413629	30	413629	"J"	205	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2978436	10332098	"DBD"	"T"	11	-1	NA	89999	"WDACT"	"DN"	"D"	"MSTRIKE"	425584	30	425584	"J"	38	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2998052	10583695	"KNL"	"T"	90	1	NA	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	403769	30	403769	"R"	136	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2997921	10582404	"KNL"	"T"	3	9	17	403769	"JDGTVTP"	"GR"	"P"	"MSTRIKE"	419136	30	419136	"R"	161	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2998052	10583685	"KNL"	"T"	90	1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	419136	30	419136	"R"	62	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2997964	10582965	"HHD"	"V"	1	-1	NA	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	418032	30	418032	"K"	168	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2996363	10562310	"FST"	"T"	29	3	3	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	416590	30	416590	"R"	192	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2996363	10562325	"FST"	"T"	29	3	3	NA	"WDACT"	"DN"	"P"	"MSTRIKE"	402358	30	402358	"R"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2996372	10562440	"MMX"	"T"	90	1	NA	402017	"SJD"	"OR"	"D"	"MSTRIKE"	402019	30	402019	"J"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3009050	10721616	"FBT"	"T"	2	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	420175	30	420175	"R"	75	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2998393	10588738	"KNL"	"T"	90	9	13	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	403769	30	403769	"R"	24	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2998291	10587399	"HHD"	"T"	11	3	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	81290	30	81290	"R"	85	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3009050	10721662	"FBT"	"T"	2	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	422677	30	422677	"J"	204	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2979172	10341342	"DBD"	"T"	11	9	16	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	425584	30	425584	"J"	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2979495	10345095	"HHD"	"V"	1	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80465	30	80465	"R"	110	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3009725	10729106	"AAN"	"V"	1	-1	NA	415602	"WDACT"	"GR"	"D"	"MSTRIKE"	413629	30	413629	"J"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3009783	10730120	"AAN"	"T"	11	9	15	425582	"JDGDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	131	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3009783	10730138	"AAN"	"T"	11	9	15	425582	"JDGDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	35	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3003974	10657246	"HHD"	"T"	90	9	13	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	7	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3004137	10659464	"UWY"	"V"	1	9	1	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	418033	30	418033	"R"	72	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2998753	10593271	"NNH"	"V"	1	-1	NA	415132	"JODD"	"GR"	"D"	"MSTRIKE"	418034	30	418034	"J"	23	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3009916	10731892	"HHD"	"V"	1	9	13	NA	"WDRAPJ"	"GR"	"D"	"MSTRIKE"	414999	30	414999	"J"	130	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3004119	10659044	"HHD"	"T"	2	9	13	NA	"WDACT"	"DN"	"P"	"MSTRIKE"	406511	30	406511	"R"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3004236	10660927	"NNH"	"V"	1	9	14	NA	"WDRAPJ"	"GR"	"D"	"MSTRIKE"	408383	30	408383	"J"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3009972	10732331	"MMX"	"V"	1	9	15	411099	"WDACT"	"DN"	"D"	"MSTRIKE"	429707	30	429707	"J"	19	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3004294	10661742	"HHD"	"V"	1	9	1	NA	"WDACT"	"WD"	"D"	"MSTRIKE"	NA	30	NA	""	18	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3004623	10665993	"KNL"	"V"	4	9	16	411103	"WDACT"	"OF"	"D"	"MSTRIKE"	403769	30	403769	"R"	24	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2979590	10346675	"MMX"	"T"	90	3	14	402019	"JDGACTP"	"GR"	"P"	"MSTRIKE"	429707	30	429707	"J"	17	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3004294	10661745	"HHD"	"V"	1	9	1	NA	"WDACT"	"WD"	"D"	"MSTRIKE"	NA	30	NA	""	4	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3004488	10664696	"AAN"	"V"	1	9	15	403771	"JDGDACT"	"GR"	"D"	"MSTRIKE"	405700	30	405700	"J"	26	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3004458	10664414	"UWY"	"T"	3	-1	NA	411094	"WDACT"	"DN"	"D"	"MSTRIKE"	415133	30	415133	"R"	45	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2979703	10348020	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	405700	30	405700	"J"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999091	10597621	"HHD"	"T"	90	3	1	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	418032	30	418032	"K"	103	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999091	10597640	"HHD"	"T"	90	3	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	418032	30	418032	"K"	133	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3010495	10738279	"FBT"	"T"	29	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	419018	30	419018	"R"	82	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3010495	10738296	"FBT"	"T"	29	9	16	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	405700	30	405700	"J"	15	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3010495	10738257	"FBT"	"T"	29	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	422677	30	422677	"J"	172	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999091	10597608	"HHD"	"T"	90	3	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	80465	30	80465	"R"	48	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3004948	10669594	"HHD"	"T"	90	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	81181	30	81181	"R"	81	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3010660	10740164	"UWY"	"T"	40	-1	NA	411103	"WDACT"	"GR"	"D"	"MSTRIKE"	414995	30	414995	"R"	36	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3010642	10739900	"UWY"	"V"	1	9	15	411103	"WDACT"	"OR"	"D"	"MSTRIKE"	429710	30	429710	"J"	195	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3010895	10743364	"HHD"	"T"	90	-1	NA	418032	"JWT"	"DN"	"D"	"MSTRIKE"	415540	30	415540	"J"	312	"MOTION TO STRIKE"	0	1	FALSE	TRUE
3004948	10669617	"HHD"	"T"	90	9	1	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	81290	30	81290	"R"	90	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3010895	10743338	"HHD"	"T"	90	-1	NA	418032	"JWT"	"GR"	"D"	"MSTRIKE"	403964	30	403964	"J"	75	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3010792	10741849	"HHD"	"T"	90	9	1	419022	"JDGHD"	"OR"	"D"	"MSTRIKE"	422681	30	422681	"J"	28	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999233	10599854	"UWY"	"T"	90	9	4	427015	"SJD"	"DN"	"P"	"MSTRIKE"	423183	30	423183	"J"	53	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3010895	10743335	"HHD"	"T"	90	-1	NA	418032	"JWT"	"OR"	"D"	"MSTRIKE"	406511	30	406511	"R"	111	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999649	10604949	"FBT"	"T"	40	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	412184	30	412184	"R"	55	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3005303	10673893	"HHD"	"T"	90	-1	1	89999	"WDACT"	"GR"	"D"	"MSTRIKE"	431199	30	431199	"J"	972	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999505	10603262	"HHD"	"T"	12	-1	NA	415540	"JODD"	"GR"	"D"	"MSTRIKE"	81290	30	81290	"R"	159	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3005142	10672131	"HHD"	"V"	1	9	13	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	NA	30	NA	""	8	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3011307	10749621	"FBT"	"T"	3	9	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	423183	30	423183	"J"	41	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999859	10607599	"UWY"	"V"	1	-1	NA	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	415133	30	415133	"R"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3005727	10678664	"HHD"	"V"	1	9	18	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	80465	30	80465	"R"	26	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999955	10608946	"HHD"	"V"	4	9	1	NA	"WDRAPJ"	"GR"	"P"	"MSTRIKE"	406511	30	406511	"R"	21	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999960	10609093	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	423183	30	423183	"J"	258	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3000031	10610066	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	420175	30	420175	"R"	38	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3000048	10610456	"FST"	"T"	90	9	3	NA	"WDACT"	"OD"	"D"	"MSTRIKE"	89998	30	89998	"X"	9	"MOTION TO STRIKE"	0	0	FALSE	FALSE
2999955	10608927	"HHD"	"V"	4	9	1	NA	"WDRAPJ"	"WD"	"D"	"MSTRIKE"	407850	30	407850	"X"	42	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3000109	10611259	"FST"	"V"	90	1	3	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	402358	30	402358	"R"	105	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3005986	10681958	"HHB"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	414025	30	414025	"K"	103	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3000157	10611678	"FBT"	"V"	1	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	422677	30	422677	"J"	64	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3000360	10613805	"FBT"	"V"	1	9	16	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	412184	30	412184	"R"	22	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3000266	10612876	"HHD"	"V"	1	9	1	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	406511	30	406511	"R"	98	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3000678	10617096	"UWY"	"V"	1	9	15	418027	"JDGDACT"	"DN"	"D"	"MSTRIKE"	418033	30	418033	"R"	39	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3006062	10682940	"LLI"	"T"	50	9	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	427015	30	427015	"R"	203	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3000528	10615519	"FBT"	"V"	1	-1	NA	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	50	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3000266	10612860	"HHD"	"V"	1	9	1	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	418032	30	418032	"K"	186	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3000617	10616376	"WWM"	"V"	1	9	16	415602	"WDACT"	"GR"	"P"	"MSTRIKE"	427016	30	427016	"J"	25	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3006208	10684909	"FBT"	"T"	90	3	16	NA	"WDACT"	"OR"	"D"	"MSTRIKE"	419018	30	419018	"R"	27	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3006606	10690305	"KNL"	"T"	29	9	13	NA	"WDACT"	"OR"	"P"	"MSTRIKE"	403769	30	403769	"R"	402	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3006606	10690273	"KNL"	"T"	29	9	13	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	419136	30	419136	"R"	17	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3001258	10624476	"FBT"	"V"	1	9	16	NA	"WDACT"	"DN"	"D"	"MSTRIKE"	420175	30	420175	"R"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3018056	10827584	"HHB"	"V"	1	9	16	411103	"WDACT"	"DN"	"D"	"MSTRIKE"	414025	30	414025	"K"	62	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3006654	10691188	"HHD"	"T"	2	1	NA	NA	"WDACT"	"GR"	"D"	"MSTRIKE"	412190	30	412190	"R"	20	"MOTION TO STRIKE"	0	0	FALSE	FALSE
3001516	10627917	"HHB"	"T"	50	-1	NA	414025	"JDGNST"	"GR"	"D"	"MSTRIKE"	414025	30	414025	"K"	19	"MOTION TO STRIKE"	1	1	TRUE	TRUE
3001516	10627913	"HHB"	"T"	50	-1	NA	414025	"JDGNST"	"GR"	"D"	"MSTRIKE"	406507	30	406507	"R"	18	"MOTION TO STRIKE"	1	1	TRUE	TRUE
